video_id,author,comment,published_at
5ENLEY94u9M,@nayla_7132,Menyedihkan pejabat pemerintah...pajak dibebankan ke rakyat kecil tapi membiarkan Koruptor berkeliaran dan membiarkan oligarki pengusaha elite menguasai ekonomi indonesia..private access ke bank dan pengelolaan SDA😢😢😢😢,57 menit yang lalu
5ENLEY94u9M,@meylinarejeki7495,"Darimana datanya, saya ibu rumah tangga mumet, mencukupi kebutuhan pokok, belum sekolah anak, memang sekolah gratis, tapi uang saku, transportasi,iuran kas,  betul pengambil kebijakan yang memaksakan kehendak diri, gak tau apa yang dipikirkan pemerintah",58 menit yang lalu
5ENLEY94u9M,@Nonamulya322,"TENANG Prof, TENANG Bapak Ibu, semua bisa diatur, diatur undang undangnya, diatur sistemnya, diatur laporan keuangannya, semua dalam sekejap diputarbalik, SAMA seperti “puting beliung” yang terjadi di MK 🎉🎉",59 menit yang lalu
5ENLEY94u9M,@maztanto2080,Semua berubah karena kemenangan Donald Trump menjadi presiden AS kembali.,1 jam yang lalu
5ENLEY94u9M,@intanfur82,Bata BPS juga direkayasa. Yg di rugikan rakyat kecil.,1 jam yang lalu
5ENLEY94u9M,@intanfur82,"Ahli2 pemerintah analisanya jempol, jempol banbet sampe jeblok, biasa membuat data palsu, data BOS juga salah atau di buat salah, pemeri fah butuh uang, rakyat klas me engah bawah yg di peras, ngak berani pajaki orang2 kaya, takut senjat makan tuan, rakgat kecil yg di korbankan.",1 jam yang lalu
5ENLEY94u9M,@AgungSurya-b8s,"faktanya beras 17.000/ kg,air galon aqua dari 18.000 naik 20.000 gas dari 20.000 naik 23.000 di tmpt saya belanja di kota Gianyar biar jelas,klo di Denpasar di Siulan gas dan aqua justru 18.000 aqua galon,gas melon 18.000 kok bisa ya diparitas harga jauh gitu sing ngerti bingung.",1 jam yang lalu
5ENLEY94u9M,@MrOkmans,Inti semuanya adalah beresin koruptor di parlemen dan pemerintahan contohlah cina dalam pemberantasannya..dah kliatan kan sekarang jadi negara maju,1 jam yang lalu
5ENLEY94u9M,@85prianto,Faktanya bakalan nambah porsi uang yg bisa dikorupsi para pejabat pejabat liat aja,1 jam yang lalu
5ENLEY94u9M,@husinim7600,Sebetulnya Indonesia menderita seperti ini karena korupsi sudh mendarah daging... Dari tingkat RT sampai pucuk pimpinan di negeri ini melakukan korupsi.. Sebesar apapun uang yg diambil dari rakyat akan membuat negeri hancur jika korupsi tidak dihukum mati,1 jam yang lalu
5ENLEY94u9M,@nyomanrudi,Terima kasih ilmunya prof👍👍👍,1 jam yang lalu
5ENLEY94u9M,@yuniaryuni5372,Defisit krn bangun infstruktur yg kebablasan dan biaya yg melonjak trs dg hutang. Pejabat yg kerjanya jln2,1 jam yang lalu (diedit)
5ENLEY94u9M,@gilangrizki4310,Pajak berasal dari kata palak. Yg artinya mungutin duit orang sedangkan yang mungutin umumnya ga ngasih manfaat apa apa pada orang yg ngasih duit,1 jam yang lalu
5ENLEY94u9M,@Bolehjangan,"Santan KARA udh naik coy, dari oktober masih 3000 perak, sekarang udah 5000 per pcs😂",1 jam yang lalu
5ENLEY94u9M,@hendriasto1291,"2025 ekonomi masyarakat menengah runtuh..daya beli semakin terjun bebas...prosentase masyarakat miskin meningkat drastis..industri2 menengah banyak yg bangkrut...Investor berduyun duyun hengkang....

Tinggal menunggu waktunya....☕️",1 jam yang lalu
5ENLEY94u9M,@BOBONGinukGinuk,Telor jadi 33rb 😢😢😢,1 jam yang lalu
5ENLEY94u9M,@hollyangle-q5p,Pemerintah harus sadar Bahwa Pajak itu Bukan uang pribadinya mereka tetapi uang masyarakat yang harus di kelola dan di kembalikan ke masyarakat dalam bentuk lain oleh karena itu pemerintah harus menunjukan integritas dan tanggung jawabnya lewat pengamanan terhadap dana tersebut dari perampok,1 jam yang lalu
5ENLEY94u9M,@mochamadyuniarrahman7907,"Solusi untuk ""makan siang gratis"" n ""bayar bunga utang"" ?? Ppn 12% 

Rakyat Dinetralisir dengan bansos 😅",1 jam yang lalu
5ENLEY94u9M,@andiansyah0822,Kebijakan berdasarkan asumsi😢,1 jam yang lalu
5ENLEY94u9M,@Bolehjangan,"Tetap nikmati, pajak naik ya jogetin aja bos, oke gas oke gas....tetap dukung Pragrib 😂",1 jam yang lalu
5ENLEY94u9M,@MrSugiran,Pemerintah sebaiknya mendorong berbagai cara agar ekonomi cepat pulih dan meningkat. Kalau ekonomi bagus pasti pajak juga ikut membaik. Karena kenaikan Pajak PPN pasti akan di ikuti harga-harga barang kebutuhan jadi naik.,1 jam yang lalu
5ENLEY94u9M,@rangifaridha7195,"efek doktrin kebijakan palsu negara2 yang katanya ""maju"" biar impian akan dapat pengakuan jadi negara maju, bisa terwujud.. padahal lihat negara2 maju itu... maju ke jurang semua.. kemajuan seperti inikah yang diinginkan? kalau kebijakan cuma modal copy paste, ya bgini jadinya... Padahal, negara2 maju yg nyungsep itu meritokrasinya sudah baik.. di sini feodal (yang jadi sumber KKN kuenceng) tp mimpi jadi negara maju juga ttep tinggi XD,, mau jadi apa nanti? bukannya bahkan lebih jauh panggang dari api?? minimal cerdaskan dulu masyarakat. bangun demokrasi dan meritokrasi yang baik.. jadi perekonomian masy dan kebijakan publiknya maju,.. baru deh abis itu, kalian naikan PPN 12%.. itu lebih masuk diakal,.. wkwkwkw",1 jam yang lalu (diedit)
5ENLEY94u9M,@herman5439,"Apakah mungkin orang-orang yang ada di dalam pemerintahan tidak paham ini semua, kan gak mungkin ya.",2 jam yang lalu
5ENLEY94u9M,@helmirahim8215,"Bapak renal kasali, dulu saya sering membaca opini bapak di majalah PC di sekitar tahun 2000an, tapi to the point saya dulu sangat kecewa ke Bapak karena mendukung rezim Jokowi tapi sekarang Alhamdulillah, bapak sudah kembali ke jalan yang benar  dengan kontra dengan kebijakan rezim warisan Jokowi",2 jam yang lalu
5ENLEY94u9M,@keluarga-abdul,"Alhamdulilah dengan pajak 12% masyarakat mendapatkan pasilitas rumah mewah ,mobil mewah listrik gratis,dan jaminan kesehatan gratis kelas 1,tapi ini khusus untuk masyarakat khusus kelas 1 ya bukan untuk warga biasa..😂😂😂",2 jam yang lalu
5ENLEY94u9M,@tandamata1925,"Level usaha kecil menengah yang gepeng ga bakalan dapat bantuan, pajak diuber. Izin dan laporan rutin yang semuanya pakai biaya , market makin lemah ntah sampai kapan bisa tahan dengan sikon ini.",2 jam yang lalu
5ENLEY94u9M,@witosuwito4033,"Ppn tiap tahun berturut2 naik 1%,lima tahun prediksiksi 17% # korupsi marak hukum ringan#hutang naik#Bumn rugi#di konoha",2 jam yang lalu
5ENLEY94u9M,@ayiburhanudin4203,Mantap ilmunya  itung2 kita kuliah ilmu ekonomi 👍,2 jam yang lalu
5ENLEY94u9M,@ricosimamora4831,"Simpelnya ""pemerintah selalu membuat kebijakan tanpa mau tahu keadaan rakyat yang sebenarnya""",2 jam yang lalu
5ENLEY94u9M,@dikafirmansyah6779,"Mereka pasti paham, tapi pura2 gak paham demi mengeruk cuan dari rakyatnya.",1 jam yang lalu
5ENLEY94u9M,@jeffersonmarbun1925,Pemerintah mau enak nya dgn beban kan kerakyatan dgn membandingkan nya dgn negara maju padahal inti semuanya itu adalah tingjat korupsi di negara maju jenazah itu tdk dikejar yg ada justru memaafkan koruptor UUD perampasan asset koruptor saja tdk terwujud.,2 jam yang lalu
5ENLEY94u9M,@pajak270,"harusnya untuk mengurangi beban masyarakat, proyek mercusuar kaya ikn yang ngga penting di tunda atau dibatalin, minimal pemerintah bikin suasana hati rakyat bisa menikamti tanpa kenaikan harga2.. ppn kan otomatis harga akan melambung tinggi lagi..",2 jam yang lalu
5ENLEY94u9M,@madedwipayana6821,Pejabat mungkin semua gk nolak ppn naik tapi sebaliknya mantan pejabat mungkin menolak naik 😂😂😂,2 jam yang lalu
5ENLEY94u9M,@zahedizahedi928,Pajak untuk gaji aparatur negara mayoritas yang korup....,2 jam yang lalu
5ENLEY94u9M,@asrulsani5468,"intinya pejabat yg sudah makmur tambah makmur , gtu aja",2 jam yang lalu
5ENLEY94u9M,@parashit2181,"Dari podcast ini saya paham kalau pekerjaan Informal itu bukan PILIHAN tapi KETERPAKSAAN.

Kalau sistem ekonomi nya bener, pasti usaha formal itu tumbuh dg sendirinya. Gimana mau formal kalau Ormas, Preman, Influencer, Buzzer yg ga jelas aja bayaran nya lebih tinggi daripada lulusan S1, S2, S3 yg capek2 lulus di sekolah formal.",2 jam yang lalu
5ENLEY94u9M,@charlesrivaitanjung5544,Napas sudah senin-kamis Prof 😅,2 jam yang lalu
5ENLEY94u9M,@fauzansamsuri,"harusnya RK terus bela jokowi dan puja2 rezim seperti biasanya, jangan sok peduli sama rakyat. Apa sudah tobat? atau baru keluar dari kedunguan??",2 jam yang lalu
5ENLEY94u9M,@feriferdiyawan1188,"Kebijakan yg dibuat dengan asumsi pertumbuhan ekonomi baik tp yg terjadi tdk sesuai asumsi, mau tdk di jalan kan defisit APBN sangat besar, dijalankan ditakutkan malah memperburuk ekonomi masyarakat, kurang lebih kesimpulan nya seperti itu",3 jam yang lalu
5ENLEY94u9M,@kechenx999,Sebenarnya simple aja. Koruptor dimiskinkan.....kan banyak tu penerimaan negara. Jangan rakyat terus diperas2....,3 jam yang lalu
5ENLEY94u9M,@rudisuhartono8897,Yg pasti dg kenaikan PPN rakyat akan tambah sengsara ...,3 jam yang lalu
5ENLEY94u9M,@tmcode2010,"Prof, bukan Pinjol sekaramg, PinDar 😂😂",3 jam yang lalu
5ENLEY94u9M,@madearideniarta5969,"usul Prof, next bahas opsen dong, biar kita orang awam lebih melek, haturnuhun",3 jam yang lalu
5ENLEY94u9M,@natajiwa6727,"@prof.rhenald kasali
sebenarnya pungutan pajak itu untuk apa si prof?

kalo dikaitkan dg kekayaan alam negeri ini,ko seperti bukan negeri kaya.",3 jam yang lalu
5ENLEY94u9M,@yansofyandi,"360 tahun dijajah belanda itu hoax, dijajah pejabat2 penghianat bangsa yg bener",3 jam yang lalu
5ENLEY94u9M,@rasasingapura2796,"Sebetulnya pemerintah HARUS BERTERIMAKASIH pada rakyat sendiri. Kenyataan sebagian besar masyakarakat Indonesia yang bekerja di sektor informal, ini membuktikan KETIDAKMAMPUAN/KEGAGALAN pemerintah menyediakan lapangan pekerjaan. Masyarakat terpaksa surviving sendiri dengan segala kemampuan sendiri untuk bisa hidup dan memenuhi kebutuhan mereka. Situasi itu yang membentuk sektor informal di Indonesia dominan.

Ketidakmampuan pemerintah ini, seharusnya menciptakan RASA MALU untuk memajaki rakyat dengan tinggi. Sudah tidak mampu kerja baik, malah minta pajak tinggi. Sialnya, pajak itu banyak yang bocor dan ongkos pembangunan dicarikan dari utang baik langsung oleh negara maupun lewat swasta.

Tapi, bukankah Tuhan maha adil?! Meski demikian, Indonesia dikarunia kekayaan sumber daya yang luar biasa. Dari situ, sebetulnya ongkos pembangunan lebih dari cukup, jika tidak dikangkangi oleh sebagian kecil konglomerat yang serakah. Lagi-lagi sial, negara gagal mengelola sumber daya dengan baik, dan kegagalan ini lagi-lagi membuat rakyat kecil menderita: karena beban pajak kemudian diletakkan di pundak rakyat kecil. 

Di Singapura misalnya, pemerintahnya yang bekerja sangat keras menciptakan lapangan pekerjaan dan kemakmuran rakyatnya. Hingga bayar pajak tak terasa dipalak.",4 jam yang lalu (diedit)
5ENLEY94u9M,@yansofyandi,koruptor hukum mati.... dah itu solusinya..... hukumnya harus adil dulu pertama2.... kebijakan2 lain bakal baik,4 jam yang lalu
5ENLEY94u9M,@NiWayanDianiS,"panggung politik sdg didominasi para jongos dn sekolah nya pd gak jelas, ada yg sekolah di emper ruko ada yg terima izasah dr maklar...?
di kabinet ada yg baik tp bercampur dg lbh banyak orang's berkualitas rendah shg wajar klo negara salah urus, APBN hanya bertumpu pd pajak dn utang, lantas kemana hasil dr pengelolaan sumber daya alam yg katanya melimpah itu.
klo SDA yg melimpah itu diurus dg baik, jika hilirisasi benar masuk kas negara, mestinya ada booming pendapatan negara dr sektor tambang shg pajak yg mencekik rakyat bisa di kendorkan, jika upah/gaji msh rendah ya subsidi hrs diperbesar spy harga's murah mengikuti daya bali, jika harga mengikuti pasar ya upah/gaji dilipat gandakan minimal spt negara tetangga terdekat: malaysia atau singapur, gak masalah beaya hidup tinggi klo upah/gaji juga tinggi...?
rakyat jangan dibuat spt tikus mati dilumbung padi, amanah rakyat ada dipundakMu dn kini saatnya buktikan kenegarawananMu... ?",4 jam yang lalu
5ENLEY94u9M,@maulanamriza2331,berikan saya 200T maka saya siap berikan makan gratis,4 jam yang lalu
5ENLEY94u9M,@dinadidik641,"Era pa jokowi postur APBN terlihat peruntukan lain2 sangat besar yg tidak jelas peruntukannya.... Terlihat penggelembungan disitu (ada kans pembayaran era buzzer).... Dan penggunaan dana yg besar buat infrastruktur yg ga bisa impact langsung ma kesejahteraan rakyat....
Smg pemerintah skrg mampu berhemat dan irit penggunaan dana APBN guna meminimalkan dampak negatif ke RAKYAT.....",4 jam yang lalu (diedit)
5ENLEY94u9M,@wongwaras6701,Hasil bumi ramai2 digarong.. Giliran utang menumpuk rakyat yg digarong,4 jam yang lalu
5ENLEY94u9M,@teguhrs,"Asumsi
Asumsi gajinya setara dengan jepang, singapore, jerman, finland
asumsi prasarananya sama dengan G8, kualitasnya sama, pelayanan kesehatan sama
asumsi aparat hukumnya memahami apa itu melayani 
asumsi, asumsi, asumsi
realitas jauh panggang dari api
tidak akan pernah matang, yang ada muntah ketika mencicipi
siapa yang berasumsi, dipastikan mereka tidak layak berasumsi, tak layak untuk memikirkan nasib orang lain
siapa kita, apa pentingnya kita buat mereka
hanya pemberi beban nyata saat kursi mereka nyaman
sebagai tempat untuk membersihkan kaki para para tuan yang tak tau diri",5 jam yang lalu
5ENLEY94u9M,@bayuprastistho4939,"Ini warisan jokowi  yg sengaja dibuat agar presiden tdk sempat  bgyrusin negara, dan itu kesempatan  gibran untuk tampil.",5 jam yang lalu
5ENLEY94u9M,@friedaliem7541,Pajak jgn dikorupsi..pasti rakyat akan rela bayar pajak,7 jam yang lalu
5ENLEY94u9M,@zulkarnaenzulkarnaen8778,"Ppn12% naik 2% tapi barang barang naiknya 25% contoh nya kopi di pinggir jalan dari 3000 RB jadi 4000 RB berarti naik 1000,jadi atau 25%",7 jam yang lalu
5ENLEY94u9M,@kakama909,"Mau gimana, sistem kita sudah rusak memang.. mau komen apa juga udah susah diperbaiki.. butuh pemimpin yang kejam di saat chaos begini.. kejam terhadap koruptor seperti di china dan vietnam yang tidak tebang pilih.. kalau disini ya tebang pilih sih masih.. mungkin karena terlalu masif korupsinya..",7 jam yang lalu
5ENLEY94u9M,@kusniadjifamily6401,Narsum ny bgus & kompeten dlm menjelaskan..intiny ya Koruptor di hukum mati bru masyrakat legowo byr pajak..,8 jam yang lalu
5ENLEY94u9M,@fbsarnanto8935,"Kenaikan PPN dari 11% jadi 12% seharusnya menyebabkan harga2 naik 0,9% saja. Tapi banyak yg menyebar hoax  bahwa harga2 akan naik 9 sampai 12%. Kalau harga2 naik lebih dari 1% itu artinya pengusaha yg menyalahgunakan kesempatan utk menambah keuntungan. Perlu diterapkan Undang-Undang Anti Subversi Ekonomi.",8 jam yang lalu (diedit)
5ENLEY94u9M,@agusrianto9840,"Wooi..kalian itu orang pinter dan harusnya ngasih pemahaman yg bener ke masyarakat indonesia,jangan karena sakit hati kalian sampaikan ketakutan terhadap masyarakat! Pajak itu naik 1% dari 11% jadi 12%! Kalian menikmati subsidi dari negara tapi tapi kalian diam untuk itu!",8 jam yang lalu
5ENLEY94u9M,@wahyudiantowidodo8274,""" Berburu di kebon binatang "" merupakan kebijakan yg tidak perlu memeras keringat & tidak perlu memeras otak ...",8 jam yang lalu
5ENLEY94u9M,@ErtanaRetoyani,"Maaf prof saya masih tidak paham..

Kata ibu itu fiskal menyempit tapi kenapa jumlah kementrian dan lembaga makin gembrot bukankan itu juga memakan anggaran.

Kemudian sejak masih di Sd saya di ajarkan bahwa negeri ini kaya gemah ripah semua ada.. pertanyaan saya kemana sumber sumber kekakyaan alam yg sejak Sd di ajarkan kepada kami, apakah itu bukan milik Indonesia.

Pertanyaan saya juga apakah tidak bisa negara melakukan penghematan dr jalur pejabat dengan melakukan penghematan di segala bidang.. seperti prinsip para pengusaha mengeluarkan modal sekecil kecilnya untuk mendapatkan omset yg sebesar besarnya...

Maaf prof atas pertanyaan saya yg sangat awam ini 
Terima kasih sebelumnya",8 jam yang lalu
5ENLEY94u9M,@PurWadi-fd1jp,Prabowo bingung udah sepuhharus meneruskan jokowi kalau nerusin jadi jendralnya dikasih jokowi disandera jokowi lewat foodeastet dan pesawat bekas jadi macan jadi kucing.kucing takut sama tikus maka tikus tikus mau dimaafkan pidato menggelegar semua untuk kemakmuran rakyat tapi.ppn12% hadiah untuk rakyat yg kasih mandat untuk berkuasa,8 jam yang lalu
5ENLEY94u9M,@edybaskorobaskoro9660,"Koruptor dihukum ringan ,koruptor ditancang  akan diampuni rakyat terus dicekek dg modus kebijakan  menindas .
Dasar OTAK BOCOR JIWA BOCOR .Koar2 ingin rakyat sejahtera ,ga ingin ga rela melihat satupun rakyat negri yg sedih dan menangus karena miskin kekurangan dan kelaparan  dan belum menikmati , buah kemerdekaan  .prakteknya 180% ,jungkir balik sama koar2nya dan ga malu .sekarang ngumpet .",9 jam yang lalu
5ENLEY94u9M,@esdeganesdegan-r7u,"MIRISNYA HUTANG LUAR NEGRI,,SIAPA YG DI UNTUNGKAN,,,PAJAK TINGGI..!!!??",9 jam yang lalu
5ENLEY94u9M,@ahmadbaihaqi2802,Kadang orang pinter belom tentu bener,9 jam yang lalu
5ENLEY94u9M,@herifirdaus,sepakat prof... :yt:,10 jam yang lalu
5ENLEY94u9M,@sotoykucing1347,"sejak habis covit locdwon teros ekonomi naik tajam😂ppn di naikkan dari 10 ke 11 pikiran macam apa ini dan lucunya pejaban""daerah dapat insentir 5m bila bisa menekan inflasi di daerahnya😂semanggat pungung kaliyan yg menghidupi negara",10 jam yang lalu
5ENLEY94u9M,@hasbullhalim5794,"Setuju prof. Asik dengarnya. 
Makanya lebih banyak yang memilih bekerja sebagai pegawai 😅😅😅.
Aman itu.",10 jam yang lalu
5ENLEY94u9M,@anditonianditoni6323,"SAYA NYESAL PILIH PRARORO 
BARU BERAPA HARI KERJA SUDAH BUAT RAKYAT MENJERIT",10 jam yang lalu
5ENLEY94u9M,@KamuBisa22-n1e,"Negara tidak bisa cari uang sendiri, bisanya cuma naikkan pajak dari A sampai Z kena pajak, padahal tanahnya subur tongkat kayu dan batu jadi tanaman... Itulah negara wakanda!",10 jam yang lalu
5ENLEY94u9M,@mrm4404,"Saya bikin CV ..
Di bidang jasa ..
Total2 setelah semua proses di lalui hampir menyentuh angka 75 jt..
Yang sistem oss bla bla..ska ,dll..😂😂😂
Woy blm kerja udh jontor 75 jt ..",10 jam yang lalu
5ENLEY94u9M,@RoseWhite27,"Logika dari mana , indonesia maju kalau pajak naik ??? Yg ngmong gini kagak sekolah ni psti. Otaknya dengkul psti",10 jam yang lalu
5ENLEY94u9M,@kamalaye5622,PPN NAIK 12% BUAT GAJI PEJABAT2 PEMERINTAHAN YANG KERJA NYA CUMA DUDUK DOANG...SET 7 BANGAT LEBIH BAIK TIDAK USAH BAYAR PAJAK,10 jam yang lalu
5ENLEY94u9M,@titawiati7339,saat dimana2 PHK besar2an...meski yang naik 12 % barang mewah...tetap akan berdampak pada semua gol masyarakat...dalih amanat UU...memang UU dijalankan untuk kepentingan siapa?,10 jam yang lalu (diedit)
5ENLEY94u9M,@noorhadi6022,"ENAK KORUPSI DARI PAJAK RAKYAT 
DUIT KORUPSI BUAT FOYA FOYA FLEXING DAN NIKMATIN CEWEK CANTIK
MASUK PENJARA PUN CUMA 3-5 TAHUN",10 jam yang lalu
5ENLEY94u9M,@andisantoso9061,"sebenernya gpp mau naikin pajak asalkan tunjangan2 fantastis para pejabat dihapus semua, dikembalikan ke rakyat dengan wujud fasilitas publik yang bagus seperti negara2 maju.",11 jam yang lalu
5ENLEY94u9M,@Raven28Pisces,"Bitcoin fix this 🧡

""Pajak Tinggi bukan masalah utamanya, melainkan ilusi bahwa pajak mendanai pemerintah. Jika uang dapat dicetak, mengapa rakyat dipajaki?""~Nayib Bukele, Presiden El Salvador 🇸🇻",11 jam yang lalu (diedit)
5ENLEY94u9M,@AkshaSusilo,Apakah Pemerintah bisa menjanjikan korupsi bisa dikurangi banyak..?karena kalau tidak..kenaikan Pajak hanya alat untuk memperbesar korupsi saja..,11 jam yang lalu
5ENLEY94u9M,@enzoamadeus2007,"Prof Rhenald, terima kasih utk diskusi yng mencerahkan....",11 jam yang lalu
5ENLEY94u9M,@PengamatNetijen,"Daging semua prof, yg begini kenapa view sedikit ya",11 jam yang lalu
5ENLEY94u9M,@teguhpt4523,"Menaikkan sumber pendapatan negara tidak harus menaikkan pajak
Ingat amanat UUD 1945 Pasal 33 ayat 3. 
Ada juga harta² koruptor yang bisa disita, lucu juga sih kalo bicara di negara yang transaksi apapun terkena pajak, masih tinggi korupsinya, pendapatan setiap orang bisa terpantau dari pajak, tapi saat ada kenaikan kekayaan yang tidak sesuai dengan penghasilan kok tidak ada tindakan.",11 jam yang lalu
5ENLEY94u9M,@Doel125,Akibat pasangan siomon2+sibolot bangsa besar menjadi bangsa pesakitan🪳,11 jam yang lalu
5ENLEY94u9M,@nsupriana17,Mulyono jilid #3,11 jam yang lalu
5ENLEY94u9M,@queeneenaa,"sebenarnya pemerintah Indonesia bikin kebijakan itu didukung data dan penelitian gak sihh, kayak makan gratis, dan ppn 12%",12 jam yang lalu
5ENLEY94u9M,@titussubroto6636,SMI menuntun bangsa Indonesia pelan tapi pasti kembali jadi pasien IMF,12 jam yang lalu
5ENLEY94u9M,@aquaonyx268,"Kelas menengah sekarang sudah menurun, jangankan membeli rumah, menyewa rumah dikalangan kelas menengahoun sudah tidak mampu. Ukm dapat bantuan, kelas menengah bantuannya darimana? Apalagi ditambah ppn, otomatis semua naik. Mohon diteliti kelas menengah sekarang tinggal berapa persen.",12 jam yang lalu
5ENLEY94u9M,@akhmadkafrawi4155,Pengacau ekonomi indonesia yang lama itu sri mulyani.. otak2 imf di pelihara bloonnya orang indonesia membanggakan dia.. banyak tindak korupsi  gara2 kebijakan dia yang tidak ketat menjaga alur uang dimana2 nya.. hanya tau laporan2 pembukuan tanpa lihat le bawah..,12 jam yang lalu
5ENLEY94u9M,@ruditryanto3560,Bapa dulu dukung JOKOWI mati matian yah ??,12 jam yang lalu
5ENLEY94u9M,@rchaavrnchaa3529,"ya gt pdhl jgn lihat data tp lihat pakta di lapangan ssh nya cari duit.pedang kelontongan sepi,harga jual petani murah ripuh sitiii.logika sdrhna saja data bansos/BLT apa g dpke tuh dgn katagori miskin Krn bantuan itu di kucurkan wlo pun pakta di lapangan bnyk yg tidak tepat sasaran.mana ada data katagori orang kaya dpt bansos/BLT dll😅😅
Taunya cuman data data,data bs saja di kerjain krn tulisan tangan😅😅 beda klo dor tudor k msg msg rmh tanya lbh ssh cari uang apa lbh gmpg cari uang stlh covid smpe skrg",12 jam yang lalu
5ENLEY94u9M,@lanuinget6528,Kalo mau ekonomi kembali pulih lakukan pelarang sopi lazada menjual perodak2 selain makanan dan minuman penyebab merosotnya perdagangan UMKM perdagangan online menjual perodak ugal2 menggeratis kan ongkir dan,12 jam yang lalu
5ENLEY94u9M,@lanuinget6528,Indonesia tidak akan maju kalo UMKM di bunuh sama pedagang online,12 jam yang lalu
5ENLEY94u9M,@bangrojai,"Prof, loe sekali-sekali duduklah ke daerah2 perkotaan di gang2 sempit pas sensus. Loe tau gak prof, kalau pas sensus, rakyat itu malu ngaku miskin. Duit dpt sehari cuman 40rb, ngaku 150rb. Pas pemerintah salah ambil kebijakan karena rakyatnya yg sok ngaku kaya, trus pada nyalahin pemerintah.  Aslinya kita miskin tapi byk yg ngaku kaya.",12 jam yang lalu
5ENLEY94u9M,@lanuinget6528,Selamatkan UMKM dengan larangan sopi lazada menjual perodak2 selain makanan dan minuman ekonomi kembali pulih lapangan pekerjaan semakin luas,12 jam yang lalu
5ENLEY94u9M,@ilham_789,"Dikarenakan para investor ogah bikin pabrik & industri disini, jadi rakyatlah yg dijadikan tumbal buat naikin pajak & pemasukan negara! 2-3 thn yg lalu Vietnam masih setara dgn Indo, tp skrg para investor pada masuk kesana dgn segala sarana dan kemudahannya.",12 jam yang lalu
5ENLEY94u9M,@KcongKraton,"Kalian ke daerah lah, profesor jangan hanya soal data tp juga fakta, di daerah itu banyak yang pakai motor baru, mobil makin banyak dan jalanan penuh 😬 lalu disebut ekonomi sulit itu dimananya.",12 jam yang lalu
5ENLEY94u9M,@edipurnomo7805,"Kalau soal pajak, coba diputar ulang janji kampanye Prabowo-Gibran yg menjanjikan akan memperbesar kolam yg artinya memperluas objek pajak. Eehhh bisanya malah cuma naikin pajak..!! Wooiiiii mana janjimuuuu.??",12 jam yang lalu
5ENLEY94u9M,@didinfalahudin1105,"Misal satu warung makan ya pendapatan kotor 2jt sehari sesuai aturan pajaknya 0,5 persen brarti 10 rb ya, mereka bayar pajaknya kemana? Bukannya gamau bayar pajak tapi gatau mesti bayar kemana, lalu dikasih tau lah bayarnya ke kantor pajak, aduh ribet males mana antre lagi wkwk seindonesia ada brp warung makan?",13 jam yang lalu
5ENLEY94u9M,@uwen1980,SRI MULYANI PEMBELA KONGLOMERAT,13 jam yang lalu
